timestamp,open,high,low,close,volume
2024-08-30 09:30:00.573186,44142.66,44183.34,44127.01,44179.51,5487
2024-08-30 09:35:00.573186,44397.35,44464.44,44326.31,44442.41,6225
2024-08-30 09:40:00.573186,44479.7,44497.31,44473.5,44483.19,5799
2024-08-30 09:45:00.573186,44448.2,44501.75,44374.94,44501.55,3891
2024-08-30 09:50:00.573186,44499.66,44594.66,44498.14,44591.82,5575
2024-08-30 09:55:00.573186,44566.01,44593.28,44491.36,44580.04,6777
2024-08-30 10:00:00.573186,44657.82,44688.77,44564.26,44671.42,5419
2024-08-30 10:05:00.573186,44719.3,44747.94,44674.49,44677.48,6944
2024-08-30 10:10:00.573186,44675.55,44690.12,44538.74,44657.29,3563
2024-08-30 10:15:00.573186,44659.7,44686.76,44626.8,44686.3,5734
2024-08-30 10:20:00.573186,44787.12,44794.65,44773.74,44786.07,1581
2024-08-30 10:25:00.573186,44888.96,44904.36,44868.67,44889.36,2282
2024-08-30 10:30:00.573186,44886.92,44918.88,44880.77,44913.25,1151
2024-08-30 10:35:00.573186,44931.61,44936.81,44904.16,44919.69,2724
2024-08-30 10:40:00.573186,44948.58,45002.32,44942.39,44952.02,1856
2024-08-30 10:45:00.573186,44919.34,44971.82,44902.37,44930.78,2469
2024-08-30 10:50:00.573186,45017.74,45029.26,44976.99,44977.08,2038
2024-08-30 10:55:00.573186,45088.64,45129.19,45078.67,45083.16,1842
2024-08-30 11:00:00.573186,45168.7,45177.72,45150.73,45177.5,1598
2024-08-30 11:05:00.573186,45252.5,45274.95,45244.94,45245.04,1654
2024-08-30 11:10:00.573186,45375.66,45395.6,45367.6,45380.68,1597
2024-08-30 11:15:00.573186,45426.23,45428.68,45405.45,45415.13,1820
2024-08-30 11:20:00.573186,45431.38,45494.51,45393.49,45427.64,1999
2024-08-30 11:25:00.573186,45556.2,45566.44,45551.6,45558.97,802
2024-08-30 11:30:00.573186,45550.41,45557.63,45520.69,45557.04,1544
2024-08-30 11:35:00.573186,45593.87,45599.28,45574.73,45592.38,2191
2024-08-30 11:40:00.573186,45688.32,45702.99,45684.39,45691.14,2237
2024-08-30 11:45:00.573186,45780.56,45811.7,45755.33,45771.33,2211
2024-08-30 11:50:00.573186,45834.17,45842.34,45792.24,45796.79,2055
2024-08-30 11:55:00.573186,45904.79,45946.93,45880.55,45930.98,1879
2024-08-30 12:00:00.573186,46023.05,46030.63,46004.68,46013.2,1184
2024-08-30 12:05:00.573186,45988.74,45992.57,45980.87,45986.54,2115
2024-08-30 12:10:00.573186,46033.03,46053.13,46022.35,46033.5,1964
2024-08-30 12:15:00.573186,46004.07,46009.85,45977.84,45988.21,2220
2024-08-30 12:20:00.573186,46003.44,46037.12,46001.7,46034.27,1481
2024-08-30 12:25:00.573186,46001.39,46033.46,45964.54,45971.48,1632
2024-08-30 12:30:00.573186,45982.24,46014.48,45961.95,45988.37,2486
2024-08-30 12:35:00.573186,45980.88,45995.21,45951.8,45972.85,1801
2024-08-30 12:40:00.573186,45953.84,45981.73,45920.88,45936.93,2374
2024-08-30 12:45:00.573186,46012.33,46031.99,45978.2,45988.77,1179
2024-08-30 12:50:00.573186,45960.32,45981.7,45908.73,45963.5,2034
2024-08-30 12:55:00.573186,45906.27,45921.79,45895.07,45917.92,1079
2024-08-30 13:00:00.573186,45840.08,45850.99,45801.76,45803.19,2004
2024-08-30 13:05:00.573186,45750.3,45782.14,45739.91,45754.63,1980
2024-08-30 13:10:00.573186,45720.1,45720.42,45703.86,45716.76,793
2024-08-30 13:15:00.573186,45614.54,45650.25,45609.71,45643.98,1713
2024-08-30 13:20:00.573186,45644.66,45645.75,45642.55,45644.85,1866
2024-08-30 13:25:00.573186,45554.84,45564.7,45553.96,45555.01,1874
2024-08-30 13:30:00.573186,45461.71,45480.3,45460.15,45465.89,2434
2024-08-30 13:35:00.573186,45416.44,45421.64,45384.44,45385.23,2629
2024-08-30 13:40:00.573186,45379.76,45411.91,45346.53,45405.31,1244
2024-08-30 13:45:00.573186,45303.86,45318.96,45266.99,45289.83,2190
2024-08-30 13:50:00.573186,45163.0,45192.04,45148.41,45158.39,2076
2024-08-30 13:55:00.573186,45079.99,45123.84,45073.73,45087.69,2139
2024-08-30 14:00:00.573186,45010.56,45029.57,44988.75,45015.65,1569
2024-08-30 14:05:00.573186,44873.02,44892.08,44853.68,44878.07,2013
2024-08-30 14:10:00.573186,44841.85,44873.46,44836.03,44853.07,2100
2024-08-30 14:15:00.573186,44724.18,44733.41,44697.87,44704.86,1457
2024-08-30 14:20:00.573186,44589.72,44616.85,44574.03,44606.71,1568
2024-08-30 14:25:00.573186,44545.28,44559.8,44539.05,44549.23,1711
2024-08-30 14:30:00.573186,44447.05,44461.66,44433.23,44448.41,2044
2024-08-30 14:35:00.573186,44322.13,44343.9,44301.15,44327.05,2124
2024-08-30 14:40:00.573186,44190.94,44213.81,44163.88,44189.73,2337
2024-08-30 14:45:00.573186,44170.77,44194.74,44166.48,44183.31,1217
2024-08-30 14:50:00.573186,44073.21,44127.07,44030.7,44048.51,1897
2024-08-30 14:55:00.573186,43967.87,43983.61,43959.22,43980.17,2471
2024-08-30 15:00:00.573186,43949.71,43959.89,43927.1,43932.48,1666
2024-08-30 15:05:00.573186,43887.16,43893.53,43874.88,43881.67,2260
2024-08-30 15:10:00.573186,43853.26,43866.98,43823.11,43829.69,1832
2024-08-30 15:15:00.573186,43760.4,43766.79,43733.74,43740.5,6792
2024-08-30 15:20:00.573186,43695.1,43728.22,43676.6,43677.15,4962
2024-08-30 15:25:00.573186,43633.21,43709.25,43591.11,43645.86,3737
2024-08-30 15:30:00.573186,43479.01,43536.15,43471.86,43481.49,5403
2024-08-30 15:35:00.573186,43439.26,43470.05,43428.78,43440.67,4634
2024-08-30 15:40:00.573186,43459.36,43467.86,43451.53,43466.93,5310
2024-08-30 15:45:00.573186,43347.5,43373.39,43272.77,43292.46,5614
2024-08-30 15:50:00.573186,43260.87,43273.87,43259.65,43273.08,4708
2024-08-30 15:55:00.573186,43409.68,43510.9,43409.12,43426.14,3188
2024-09-02 09:30:00.573186,43410.06,43434.73,43393.3,43431.04,3610
2024-09-02 09:35:00.573186,43456.65,43469.99,43394.17,43460.17,5958
2024-09-02 09:40:00.573186,43568.88,43620.38,43527.7,43541.89,5388
2024-09-02 09:45:00.573186,43378.57,43389.49,43348.76,43384.23,4534
2024-09-02 09:50:00.573186,43577.87,43616.56,43564.81,43572.91,4495
2024-09-02 09:55:00.573186,43553.6,43569.9,43530.12,43544.17,6253
2024-09-02 10:00:00.573186,43581.85,43607.91,43579.92,43586.17,3438
