timestamp,open,high,low,close,volume
2024-08-30 09:30:00.899525,2080.82,2081.86,2079.82,2080.47,6154
2024-08-30 09:35:00.899525,2077.16,2081.48,2075.57,2078.81,4280
2024-08-30 09:40:00.899525,2077.08,2079.18,2074.28,2076.34,5371
2024-08-30 09:45:00.899525,2077.55,2078.59,2075.67,2078.15,4736
2024-08-30 09:50:00.899525,2078.73,2080.22,2076.91,2078.09,5316
2024-08-30 09:55:00.899525,2079.36,2082.7,2078.51,2079.07,4025
2024-08-30 10:00:00.899525,2082.3,2082.82,2080.11,2081.65,5540
2024-08-30 10:05:00.899525,2086.19,2087.77,2082.52,2086.04,4169
2024-08-30 10:10:00.899525,2091.25,2092.98,2090.81,2092.45,5175
2024-08-30 10:15:00.899525,2091.34,2092.67,2089.34,2091.42,4527
2024-08-30 10:20:00.899525,2094.71,2095.47,2093.46,2094.11,2463
2024-08-30 10:25:00.899525,2097.99,2098.28,2095.89,2097.45,1622
2024-08-30 10:30:00.899525,2102.3,2102.43,2102.27,2102.41,1590
2024-08-30 10:35:00.899525,2102.75,2103.25,2102.31,2102.95,3470
2024-08-30 10:40:00.899525,2105.91,2106.92,2105.16,2106.65,2433
2024-08-30 10:45:00.899525,2113.15,2113.71,2112.81,2113.46,2677
2024-08-30 10:50:00.899525,2117.95,2118.25,2117.92,2117.96,1998
2024-08-30 10:55:00.899525,2122.28,2123.67,2121.42,2121.74,2252
2024-08-30 11:00:00.899525,2124.5,2125.2,2123.33,2123.56,3278
2024-08-30 11:05:00.899525,2128.06,2129.56,2126.39,2128.96,1285
2024-08-30 11:10:00.899525,2133.14,2135.3,2131.65,2135.22,1640
2024-08-30 11:15:00.899525,2137.81,2138.21,2137.78,2137.94,1566
2024-08-30 11:20:00.899525,2141.77,2143.05,2140.85,2140.91,2072
2024-08-30 11:25:00.899525,2143.12,2143.34,2142.83,2142.93,2055
2024-08-30 11:30:00.899525,2144.9,2145.11,2144.89,2145.03,2672
2024-08-30 11:35:00.899525,2146.13,2147.44,2145.23,2145.31,2781
2024-08-30 11:40:00.899525,2148.26,2148.6,2146.76,2147.06,1497
2024-08-30 11:45:00.899525,2152.55,2153.54,2151.64,2151.73,1303
2024-08-30 11:50:00.899525,2156.49,2156.68,2156.14,2156.16,2078
2024-08-30 11:55:00.899525,2160.57,2162.27,2159.3,2160.5,2066
2024-08-30 12:00:00.899525,2164.04,2164.68,2162.74,2163.65,1669
2024-08-30 12:05:00.899525,2165.22,2165.48,2164.2,2164.39,1605
2024-08-30 12:10:00.899525,2167.03,2168.33,2166.1,2166.87,2680
2024-08-30 12:15:00.899525,2167.95,2168.3,2167.63,2168.2,1754
2024-08-30 12:20:00.899525,2170.63,2172.06,2169.97,2170.31,1077
2024-08-30 12:25:00.899525,2169.36,2169.9,2168.48,2168.76,1724
2024-08-30 12:30:00.899525,2172.38,2173.34,2171.6,2172.33,1421
2024-08-30 12:35:00.899525,2170.55,2170.62,2170.46,2170.51,2778
2024-08-30 12:40:00.899525,2169.65,2170.39,2169.09,2169.84,1880
2024-08-30 12:45:00.899525,2173.06,2173.95,2172.45,2173.33,1555
2024-08-30 12:50:00.899525,2172.63,2175.05,2172.37,2173.64,1949
2024-08-30 12:55:00.899525,2173.7,2174.25,2173.49,2173.88,1563
2024-08-30 13:00:00.899525,2169.77,2170.1,2168.85,2169.3,2321
2024-08-30 13:05:00.899525,2168.42,2169.16,2167.78,2167.82,2658
2024-08-30 13:10:00.899525,2165.26,2167.16,2162.48,2166.3,1963
2024-08-30 13:15:00.899525,2165.04,2165.23,2164.89,2165.21,1791
2024-08-30 13:20:00.899525,2162.92,2163.06,2161.8,2162.9,2398
2024-08-30 13:25:00.899525,2160.42,2161.81,2159.72,2160.23,2274
2024-08-30 13:30:00.899525,2156.46,2156.69,2156.22,2156.69,2545
2024-08-30 13:35:00.899525,2150.58,2152.07,2149.78,2151.14,1872
2024-08-30 13:40:00.899525,2149.6,2150.43,2147.36,2148.51,1215
2024-08-30 13:45:00.899525,2141.77,2144.01,2140.99,2142.29,2003
2024-08-30 13:50:00.899525,2138.68,2139.58,2138.63,2139.12,2264
2024-08-30 13:55:00.899525,2136.31,2137.41,2135.73,2137.18,1973
2024-08-30 14:00:00.899525,2131.78,2131.93,2131.33,2131.48,1723
2024-08-30 14:05:00.899525,2124.53,2125.71,2122.65,2123.47,2307
2024-08-30 14:10:00.899525,2115.66,2116.62,2114.66,2115.93,1517
2024-08-30 14:15:00.899525,2111.58,2111.8,2110.35,2111.39,2456
2024-08-30 14:20:00.899525,2106.63,2107.26,2105.64,2105.73,2375
2024-08-30 14:25:00.899525,2099.5,2101.12,2099.37,2099.42,1752
2024-08-30 14:30:00.899525,2093.11,2093.5,2092.96,2093.17,2831
2024-08-30 14:35:00.899525,2088.33,2090.8,2088.32,2088.71,2654
2024-08-30 14:40:00.899525,2083.75,2083.78,2081.17,2082.27,1587
2024-08-30 14:45:00.899525,2077.65,2078.09,2076.81,2077.89,2336
2024-08-30 14:50:00.899525,2075.22,2075.46,2073.6,2075.44,2031
2024-08-30 14:55:00.899525,2074.83,2075.66,2074.1,2074.82,2359
2024-08-30 15:00:00.899525,2073.94,2074.92,2072.27,2073.27,1512
2024-08-30 15:05:00.899525,2071.06,2072.12,2070.76,2072.0,2094
2024-08-30 15:10:00.899525,2071.63,2071.71,2070.15,2071.43,2066
2024-08-30 15:15:00.899525,2067.25,2067.93,2062.59,2064.3,6008
2024-08-30 15:20:00.899525,2065.21,2065.94,2064.02,2065.88,6013
2024-08-30 15:25:00.899525,2057.45,2058.1,2053.76,2056.54,5720
2024-08-30 15:30:00.899525,2051.03,2052.02,2046.63,2047.23,5707
2024-08-30 15:35:00.899525,2042.65,2043.14,2040.81,2041.18,4812
2024-08-30 15:40:00.899525,2038.26,2039.47,2035.12,2039.09,5114
2024-08-30 15:45:00.899525,2037.09,2038.06,2036.18,2037.03,4474
2024-08-30 15:50:00.899525,2040.17,2040.46,2038.33,2039.2,5227
2024-08-30 15:55:00.899525,2042.51,2043.01,2040.01,2040.63,5547
2024-09-02 09:30:00.899525,2046.34,2048.97,2044.24,2045.07,4791
2024-09-02 09:35:00.899525,2045.16,2045.89,2043.09,2045.01,5597
2024-09-02 09:40:00.899525,2037.97,2040.57,2035.84,2036.46,4919
2024-09-02 09:45:00.899525,2032.17,2032.18,2031.8,2031.95,5940
2024-09-02 09:50:00.899525,2038.04,2038.21,2037.86,2037.98,6031
2024-09-02 09:55:00.899525,2044.23,2045.83,2040.34,2044.56,4191
2024-09-02 10:00:00.899525,2046.73,2049.63,2046.11,2046.64,3883
2024-09-02 10:05:00.899525,2051.26,2052.35,2048.88,2050.07,5509
2024-09-02 10:10:00.899525,2046.65,2047.11,2045.11,2045.95,5005
2024-09-02 10:15:00.899525,2047.87,2047.94,2046.57,2047.79,3394
2024-09-02 10:20:00.899525,2049.64,2050.81,2049.61,2050.65,2712
2024-09-02 10:25:00.899525,2054.71,2054.73,2054.57,2054.57,1498
2024-09-02 10:30:00.899525,2059.83,2061.04,2059.68,2060.1,2071
2024-09-02 10:35:00.899525,2063.32,2065.7,2062.35,2063.06,2393
2024-09-02 10:40:00.899525,2068.7,2068.73,2067.94,2068.61,1020
2024-09-02 10:45:00.899525,2071.78,2072.45,2071.12,2071.81,2106
2024-09-02 10:50:00.899525,2076.65,2077.27,2075.85,2076.54,1573
2024-09-02 10:55:00.899525,2080.09,2081.15,2078.56,2078.78,2017
2024-09-02 11:00:00.899525,2083.72,2085.96,2083.32,2084.47,1622
2024-09-02 11:05:00.899525,2085.67,2086.75,2085.19,2085.33,2848
2024-09-02 11:10:00.899525,2092.07,2092.49,2091.53,2092.37,2268
2024-09-02 11:15:00.899525,2093.81,2094.18,2092.63,2093.18,2110
2024-09-02 11:20:00.899525,2094.9,2096.29,2094.73,2095.58,1962
2024-09-02 11:25:00.899525,2096.12,2096.46,2096.01,2096.13,1456
2024-09-02 11:30:00.899525,2101.48,2101.95,2100.99,2101.33,2550
2024-09-02 11:35:00.899525,2106.16,2106.35,2105.59,2106.22,2062
2024-09-02 11:40:00.899525,2108.33,2108.92,2107.69,2108.09,879
2024-09-02 11:45:00.899525,2111.89,2112.88,2110.43,2112.07,1658
2024-09-02 11:50:00.899525,2114.81,2115.31,2114.06,2114.66,2576
2024-09-02 11:55:00.899525,2115.03,2116.57,2114.36,2116.09,2812
2024-09-02 12:00:00.899525,2115.06,2115.74,2114.28,2114.64,2552
2024-09-02 12:05:00.899525,2118.18,2119.43,2117.07,2118.05,2225
2024-09-02 12:10:00.899525,2121.96,2123.06,2120.61,2121.74,1566
2024-09-02 12:15:00.899525,2124.3,2126.47,2124.08,2124.18,2053
2024-09-02 12:20:00.899525,2126.86,2127.44,2125.8,2127.41,1951
2024-09-02 12:25:00.899525,2128.17,2129.81,2126.75,2127.07,2442
2024-09-02 12:30:00.899525,2126.77,2127.16,2126.22,2126.69,2383
2024-09-02 12:35:00.899525,2127.04,2127.59,2126.92,2127.48,2492
2024-09-02 12:40:00.899525,2124.14,2124.15,2123.74,2123.79,1869
2024-09-02 12:45:00.899525,2120.73,2120.87,2120.19,2120.59,2802
2024-09-02 12:50:00.899525,2117.27,2118.45,2117.02,2118.11,1242
2024-09-02 12:55:00.899525,2116.08,2116.87,2116.05,2116.14,2469
2024-09-02 13:00:00.899525,2112.86,2113.88,2112.03,2112.29,2816
2024-09-02 13:05:00.899525,2110.93,2111.83,2110.85,2111.22,1815
2024-09-02 13:10:00.899525,2105.71,2106.71,2103.72,2106.33,2075
2024-09-02 13:15:00.899525,2103.0,2104.1,2102.68,2103.42,2780
2024-09-02 13:20:00.899525,2103.5,2104.88,2103.36,2104.42,1285
2024-09-02 13:25:00.899525,2106.47,2106.68,2105.77,2106.37,1998
2024-09-02 13:30:00.899525,2104.03,2105.85,2103.67,2105.74,2126
2024-09-02 13:35:00.899525,2106.13,2107.58,2105.93,2107.4,2626
2024-09-02 13:40:00.899525,2101.24,2101.96,2100.96,2101.88,2098
2024-09-02 13:45:00.899525,2099.74,2101.22,2098.25,2098.73,1491
2024-09-02 13:50:00.899525,2097.22,2097.36,2096.94,2097.13,1980
2024-09-02 13:55:00.899525,2093.71,2093.79,2092.88,2093.78,2738
2024-09-02 14:00:00.899525,2085.62,2086.12,2085.2,2085.28,1502
2024-09-02 14:05:00.899525,2078.34,2079.07,2077.55,2077.82,1431
2024-09-02 14:10:00.899525,2075.28,2076.69,2075.04,2075.35,1944
2024-09-02 14:15:00.899525,2072.24,2072.96,2070.11,2070.12,2372
2024-09-02 14:20:00.899525,2068.59,2068.96,2066.8,2066.93,1900
2024-09-02 14:25:00.899525,2061.66,2062.53,2060.65,2061.13,1388
2024-09-02 14:30:00.899525,2056.17,2056.29,2055.2,2055.34,2194
2024-09-02 14:35:00.899525,2053.46,2054.37,2052.58,2053.93,2017
2024-09-02 14:40:00.899525,2048.58,2048.84,2047.96,2048.12,1488
2024-09-02 14:45:00.899525,2043.19,2043.53,2042.29,2042.44,2135
2024-09-02 14:50:00.899525,2039.47,2040.59,2039.31,2040.09,1669
2024-09-02 14:55:00.899525,2037.04,2037.65,2035.19,2036.76,1267
2024-09-02 15:00:00.899525,2033.11,2033.77,2032.4,2032.49,1988
2024-09-02 15:05:00.899525,2031.06,2031.07,2030.85,2030.86,2943
2024-09-02 15:10:00.899525,2029.63,2029.99,2029.28,2029.41,1627
2024-09-02 15:15:00.899525,2022.25,2024.31,2021.95,2023.25,5533
2024-09-02 15:20:00.899525,2028.81,2031.91,2028.09,2030.84,5069
2024-09-02 15:25:00.899525,2030.6,2031.57,2029.0,2029.95,6564
2024-09-02 15:30:00.899525,2029.68,2031.43,2027.38,2028.04,4017
